iter	Passed	Remaining
1669	8176	1615
1670	8181	1610
1671	8185	1605
1672	8190	1600
1673	8195	1596
1674	8200	1591
1675	8205	1586
1676	8210	1581
1677	8214	1576
1678	8219	1571
1679	8224	1566
1680	8229	1561
1681	8233	1556
1682	8239	1551
1683	8243	1546
1684	8248	1542
1685	8253	1537
1686	8258	1532
1687	8263	1527
1688	8267	1522
1689	8272	1517
1690	8277	1512
1691	8282	1507
1692	8287	1502
1693	8292	1497
1694	8296	1492
1695	8301	1488
1696	8306	1483
1697	8311	1478
1698	8316	1473
1699	8321	1468
1700	8326	1463
1701	8330	1458
1702	8335	1453
1703	8340	1448
1704	8345	1443
1705	8349	1438
1706	8354	1434
1707	8359	1429
1708	8364	1424
1709	8369	1419
1710	8374	1414
1711	8378	1409
1712	8383	1404
1713	8388	1399
1714	8393	1394
1715	8397	1389
1716	8402	1384
1717	8407	1380
1718	8411	1375
1719	8416	1370
1720	8421	1365
1721	8426	1360
1722	8431	1355
1723	8435	1350
1724	8440	1345
1725	8445	1340
1726	8450	1335
1727	8455	1330
1728	8459	1325
1729	8465	1321
1730	8469	1316
1731	8474	1311
1732	8479	1306
1733	8484	1301
1734	8489	1296
1735	8494	1291
1736	8498	1286
1737	8503	1281
1738	8508	1277
1739	8513	1272
1740	8518	1267
1741	8523	1262
1742	8528	1257
1743	8532	1252
1744	8537	1247
1745	8542	1242
1746	8547	1237
1747	8551	1232
1748	8556	1228
1749	8561	1223
1750	8566	1218
1751	8571	1213
1752	8576	1208
1753	8580	1203
1754	8585	1198
1755	8590	1193
1756	8595	1188
1757	8600	1183
1758	8604	1178
1759	8609	1174
1760	8614	1169
1761	8619	1164
1762	8624	1159
1763	8628	1154
1764	8633	1149
1765	8638	1144
1766	8643	1139
1767	8649	1134
1768	8653	1130
1769	8658	1125
1770	8663	1120
1771	8668	1115
1772	8673	1110
1773	8678	1105
1774	8683	1100
1775	8688	1095
1776	8692	1090
1777	8697	1085
1778	8702	1081
1779	8707	1076
1780	8711	1071
1781	8716	1066
1782	8721	1061
1783	8726	1056
1784	8731	1051
1785	8736	1046
1786	8741	1041
1787	8745	1036
1788	8750	1032
1789	8755	1027
1790	8760	1022
1791	8764	1017
1792	8769	1012
1793	8774	1007
1794	8779	1002
1795	8784	997
1796	8789	992
1797	8794	987
1798	8798	983
1799	8803	978
1800	8808	973
1801	8813	968
1802	8817	963
1803	8822	958
1804	8826	953
1805	8831	948
1806	8838	943
1807	8845	939
1808	8850	934
1809	8855	929
1810	8861	924
1811	8866	919
1812	8871	915
1813	8877	910
1814	8882	905
1815	8887	900
1816	8894	895
1817	8899	890
1818	8904	886
1819	8910	881
1820	8915	876
1821	8920	871
1822	8926	866
1823	8931	861
1824	8936	856
1825	8944	852
1826	8948	847
1827	8953	842
1828	8960	837
1829	8965	832
1830	8970	827
1831	8977	823
1832	8982	818
1833	8987	813
1834	8993	808
1835	8998	803
1836	9003	798
1837	9009	794
1838	9014	789
1839	9019	784
1840	9024	779
1841	9029	774
1842	9034	769
1843	9041	764
1844	9045	759
1845	9050	755
1846	9057	750
1847	9062	745
1848	9068	740
1849	9073	735
1850	9078	730
1851	9084	725
1852	9089	721
1853	9094	716
1854	9100	711
1855	9105	706
1856	9110	701
1857	9116	696
1858	9121	691
1859	9126	686
1860	9132	682
1861	9137	677
1862	9142	672
1863	9147	667
1864	9152	662
1865	9157	657
1866	9161	652
1867	9167	647
1868	9171	642
1869	9176	637
1870	9181	633
1871	9186	628
1872	9191	623
1873	9195	618
1874	9200	613
1875	9205	608
1876	9210	603
1877	9215	598
1878	9220	593
1879	9225	588
1880	9229	583
1881	9234	579
1882	9239	574
1883	9244	569
1884	9249	564
1885	9254	559
1886	9259	554
1887	9264	549
1888	9269	544
1889	9274	539
1890	9278	534
1891	9284	529
1892	9289	525
1893	9294	520
1894	9299	515
1895	9304	510
1896	9309	505
1897	9315	500
1898	9320	495
1899	9326	490
1900	9331	485
1901	9336	481
1902	9343	476
1903	9348	471
1904	9353	466
1905	9359	461
1906	9364	456
1907	9370	451
1908	9376	446
1909	9381	442
1910	9387	437
1911	9393	432
1912	9397	427
1913	9405	422
1914	9410	417
1915	9414	412
1916	9422	407
1917	9426	403
1918	9431	398
1919	9438	393
1920	9443	388
1921	9448	383
1922	9454	378
1923	9459	373
1924	9464	368
1925	9471	363
1926	9476	358
1927	9481	354
1928	9487	349
1929	9492	344
1930	9498	339
1931	9503	334
1932	9508	329
1933	9513	324
1934	9518	319
1935	9523	314
1936	9527	309
1937	9533	304
1938	9538	300
1939	9543	295
1940	9548	290
1941	9553	285
1942	9557	280
1943	9562	275
1944	9567	270
1945	9572	265
1946	9577	260
1947	9581	255
1948	9586	250
1949	9591	245
1950	9596	241
1951	9600	236
1952	9606	231
1953	9612	226
1954	9620	221
1955	9626	216
1956	9635	211
1957	9642	206
1958	9652	202
1959	9659	197
1960	9665	192
1961	9671	187
1962	9676	182
1963	9683	177
1964	9691	172
1965	9699	167
1966	9707	162
1967	9713	157
1968	9719	153
1969	9728	148
1970	9744	143
1971	9751	138
1972	9761	133
1973	9773	128
1974	9779	123
1975	9784	118
1976	9791	113
1977	9796	108
1978	9801	104
1979	9808	99
1980	9813	94
1981	9818	89
1982	9824	84
1983	9829	79
1984	9834	74
1985	9840	69
1986	9845	64
1987	9851	59
1988	9857	54
1989	9862	49
1990	9868	44
1991	9873	39
1992	9878	34
1993	9884	29
1994	9889	24
1995	9894	19
1996	9899	14
1997	9904	9
1998	9909	4
1999	9914	0
