iter	Logloss
591	0.4039608249
592	0.4039146985
593	0.4038608186
594	0.4037720614
595	0.4037178795
596	0.4036403497
597	0.4035518325
598	0.403485862
599	0.4034130308
600	0.4034063466
601	0.4033675272
602	0.4032933079
603	0.4032480814
604	0.4031395391
605	0.4031128983
606	0.403071192
607	0.4029851539
608	0.4029018058
609	0.402827676
610	0.4027675493
611	0.402679711
612	0.4026274713
613	0.4025653089
614	0.4025124887
615	0.4024243612
616	0.4023619039
617	0.4023113679
618	0.402273104
619	0.4022241265
620	0.4021518328
621	0.4020692723
622	0.4019948121
623	0.4019154245
624	0.4018551108
625	0.4017799826
626	0.4017279476
627	0.4016534748
628	0.4016084627
629	0.4015445608
630	0.4014454207
631	0.4013675545
632	0.4013269757
633	0.4012682052
634	0.4011800976
635	0.4010900495
636	0.4010338281
637	0.4009424357
638	0.400836529
639	0.4007533848
640	0.400689669
641	0.4006187276
642	0.4005656874
643	0.4003954734
644	0.4003250835
645	0.4001970675
646	0.4001210504
647	0.4000656699
648	0.4000188147
649	0.3999559394
650	0.3998634892
651	0.399793333
652	0.3997210121
653	0.3996370815
654	0.3995686749
655	0.399501509
656	0.39944392
657	0.399368013
658	0.3993344896
659	0.3992674168
660	0.3992211071
661	0.3991648941
662	0.3991067895
663	0.3989889254
664	0.3989355449
665	0.398879981
666	0.398820736
667	0.3987255441
668	0.3986672984
669	0.398622665
670	0.398538464
671	0.3984838667
672	0.3984281566
673	0.3983875913
674	0.3983395134
675	0.39822609
676	0.398143295
677	0.398098252
678	0.3980323109
679	0.3979748718
680	0.3979027571
681	0.3978260875
682	0.397768264
683	0.3977053321
684	0.3976482575
685	0.3975579899
686	0.3975009408
687	0.3974455327
688	0.3973696234
689	0.3972728326
690	0.3971901378
691	0.3971596342
692	0.3971017971
693	0.3969255613
694	0.3968608731
695	0.3967436925
696	0.3966719852
697	0.3965735967
698	0.3965390086
699	0.396448041
700	0.396418468
701	0.3963591383
702	0.3962999633
703	0.3962402083
704	0.3961859723
705	0.3961331805
706	0.3960579352
707	0.3959918194
708	0.3959392412
709	0.3958591599
710	0.3957973215
711	0.3957415156
712	0.3956904883
713	0.3956206455
714	0.39558891
715	0.3955258618
716	0.3954732569
717	0.3954248344
718	0.3953658735
719	0.3953140381
720	0.3952443465
721	0.3952113527
722	0.3951650604
723	0.3950807465
724	0.395027533
725	0.3949170368
726	0.3948638989
727	0.3948307718
728	0.3948300133
729	0.3947832486
730	0.3947245393
731	0.3946712211
732	0.3946305707
733	0.3945550766
734	0.3945238381
735	0.3944777111
736	0.3943971707
737	0.394338099
738	0.3943098382
739	0.3942570993
740	0.3941914892
741	0.3941583302
742	0.3941131168
743	0.3940762755
744	0.3940197856
745	0.3938851736
746	0.3938235661
747	0.3937794938
748	0.3937106384
749	0.3936507754
750	0.3936236048
751	0.3935801602
752	0.3935216921
753	0.393477269
754	0.3934235015
755	0.3933566871
756	0.3932997488
757	0.3932401685
758	0.3931830845
759	0.3931321869
760	0.393088291
761	0.3929855115
762	0.3929437345
763	0.3929086415
764	0.3928336117
765	0.3927772838
766	0.3927263424
767	0.3926668693
768	0.3926315674
769	0.3925737177
770	0.3924698921
771	0.3924246767
772	0.3923968214
773	0.3923420558
774	0.3923018346
775	0.3922533305
776	0.3922152459
777	0.392203909
778	0.3921401348
779	0.3921028156
780	0.3920605991
781	0.3919768783
782	0.3919380285
783	0.3919008786
784	0.3918807467
785	0.3917774183
786	0.391719743
787	0.3916721867
788	0.3916233926
789	0.3915824513
790	0.3915271867
791	0.3914832507
792	0.3914477015
793	0.3913913168
794	0.3913343515
795	0.3912849519
796	0.3912463054
797	0.3911969854
798	0.3911484616
799	0.3911157954
800	0.391038521
801	0.3909950027
802	0.3909562909
803	0.3908936531
804	0.3908573897
805	0.3908143
806	0.3907425773
807	0.3906983066
808	0.3906376299
809	0.3905979706
810	0.3905381069
811	0.390484908
812	0.3904313408
813	0.3903501677
814	0.3903267607
815	0.3902629173
816	0.3902014121
817	0.3901675336
818	0.3900443679
819	0.3899976903
820	0.3899395871
821	0.3898607421
822	0.3898308062
823	0.3897770192
824	0.3897383687
825	0.3897013289
826	0.3896626052
827	0.3896092317
828	0.3895610637
829	0.3895083314
830	0.3894691262
831	0.3894389943
832	0.3893838233
833	0.3893334224
834	0.3892869376
835	0.3892174161
836	0.3891419009
837	0.3890942986
838	0.3890359482
839	0.3889618875
840	0.3889101484
841	0.3888598929
842	0.3888198566
843	0.3887662363
844	0.3887193392
845	0.3886712148
846	0.3886250622
847	0.3885822658
848	0.3885313676
849	0.3884817825
850	0.3884195755
851	0.388359008
852	0.3883212601
853	0.3882657365
854	0.3882228411
855	0.3881841754
856	0.3881078734
857	0.3880533328
858	0.388013838
859	0.3879757788
860	0.3879411147
861	0.3879132713
862	0.3878399314
863	0.3877965158
864	0.3877668641
865	0.3877228215
866	0.3876602778
867	0.3876096709
868	0.3875384832
869	0.3874955924
870	0.3874470081
871	0.3873503804
872	0.3873020061
873	0.3872556952
874	0.3872074227
875	0.3871431898
876	0.3871148945
877	0.3870719289
878	0.3870400663
879	0.3869911336
880	0.3869513596
881	0.3869054874
882	0.3868283846
883	0.386790407
884	0.3867078182
885	0.3866303901
886	0.386588681
887	0.3865382833
888	0.3864933827
889	0.3864535439
890	0.3864141795
891	0.3863870795
892	0.3863146478
893	0.3862879783
894	0.3862129478
895	0.3861416287
896	0.3860990671
897	0.3860237407
898	0.3859743567
899	0.3859194815
900	0.3858558246
901	0.385808215
902	0.3857725881
903	0.3857266452
904	0.385680179
905	0.3856423889
906	0.3855548596
907	0.3855017784
908	0.3854591443
909	0.3854124346
910	0.3853684772
911	0.3853348887
912	0.385269193
913	0.3851847487
914	0.3851529688
915	0.3851101379
916	0.3850673415
917	0.3850169991
918	0.3849423338
919	0.3849139042
920	0.3848783478
921	0.3848271244
922	0.3847640846
923	0.3847219599
924	0.3846727618
925	0.3846516024
926	0.3846225405
927	0.3845519984
928	0.3844978182
929	0.3844491894
930	0.3844166807
931	0.3843719512
932	0.3843256892
933	0.3842923558
934	0.3842439237
935	0.3841903837
936	0.3841576244
937	0.3841162687
938	0.3840739831
939	0.3840218628
940	0.3839783778
941	0.38392887
942	0.3838239032
943	0.3837872249
944	0.383738702
945	0.3836902266
946	0.3836530396
947	0.3835934302
948	0.3835101142
949	0.3834172476
950	0.38337519
951	0.3833070158
952	0.3832746101
953	0.383186928
954	0.3831278652
955	0.3830781531
956	0.3830118223
957	0.3829414241
958	0.3828712211
959	0.3828249322
960	0.3827875971
961	0.3827415853
962	0.3826898365
963	0.3826571469
964	0.3826168567
965	0.3825686844
966	0.3825245552
967	0.3824479459
968	0.3823816859
969	0.3823139566
970	0.3822400753
971	0.382185154
972	0.38213246
973	0.3821014286
974	0.382057215
975	0.3820294736
976	0.3819775493
977	0.3819159413
978	0.381878834
979	0.3818317171
980	0.3817824935
981	0.3817371073
982	0.3817049507
983	0.3816256973
984	0.3815889028
985	0.3815459219
986	0.3815045303
987	0.3814634909
988	0.3814176052
989	0.3813763443
990	0.3813242354
991	0.3812573496
992	0.3811825014
993	0.3811187835
994	0.3810685499
995	0.3810344981
996	0.3809787539
997	0.3809145127
998	0.3808629635
999	0.3808074911
1000	0.3807244899
1001	0.3806702253
1002	0.3806266962
1003	0.3805839722
1004	0.3804908602
1005	0.3804315689
1006	0.3803864236
1007	0.3803106525
1008	0.3802630953
1009	0.3802051479
1010	0.3801515353
1011	0.3801147718
1012	0.3800810997
1013	0.3799528418
1014	0.3799109909
1015	0.3798718549
1016	0.3798420791
1017	0.3797839722
1018	0.3797352141
1019	0.3797006667
1020	0.379667605
1021	0.3796272452
1022	0.379574494
1023	0.3795017471
1024	0.3794496764
1025	0.3794174138
1026	0.3793762913
1027	0.3793326908
1028	0.3792863881
1029	0.3792173139
1030	0.3791553507
1031	0.3791108491
1032	0.3790660494
1033	0.3790199911
1034	0.3789562112
1035	0.3789186298
1036	0.3788608444
1037	0.3788068017
1038	0.3787419689
1039	0.378710034
1040	0.3786695203
1041	0.3786341112
1042	0.3785881504
1043	0.3785559919
1044	0.3785207551
1045	0.3784599826
1046	0.3784249563
1047	0.378377777
1048	0.3783281136
1049	0.3782757751
1050	0.3782077331
1051	0.3781560003
1052	0.3781241926
1053	0.3780434904
1054	0.3780039597
1055	0.377940567
1056	0.3778853597
1057	0.3778199867
1058	0.3777837809
1059	0.3777172131
1060	0.3776575736
1061	0.3775885947
1062	0.3775244145
1063	0.3774923851
1064	0.3774554514
1065	0.3774293999
1066	0.377392564
1067	0.3773498881
1068	0.3773097667
1069	0.3772484155
1070	0.3772032312
1071	0.3771495638
1072	0.3771070059
1073	0.3770657131
1074	0.377034228
1075	0.3770029118
1076	0.3769483646
1077	0.3769186486
1078	0.3768477299
1079	0.3768116744
1080	0.3767405413
1081	0.376701321
1082	0.3766698663
1083	0.3766252165
1084	0.3765850295
1085	0.3765260343
1086	0.376497137
1087	0.3764298162
1088	0.3763735053
1089	0.3763489664
1090	0.3763084754
1091	0.3762499046
1092	0.3762105433
1093	0.3761483175
1094	0.3760970719
1095	0.3760514929
1096	0.3759904168
1097	0.3759414608
1098	0.3758940481
1099	0.3758455076
1100	0.3757387009
1101	0.3757129974
1102	0.3756752205
1103	0.3756429014
1104	0.3756036072
1105	0.3755666612
1106	0.3755383091
1107	0.3754717761
1108	0.3754251171
1109	0.3753673656
1110	0.3752802653
1111	0.3752287312
1112	0.3751855285
1113	0.3751143337
1114	0.3750595359
1115	0.3750141088
1116	0.3749699878
1117	0.3749448364
1118	0.3748763909
1119	0.3748371911
1120	0.3747945158
1121	0.3747602956
1122	0.3747061828
1123	0.3746590389
1124	0.3746222174
1125	0.3745519556
1126	0.3744955572
1127	0.3744583279
1128	0.3744274291
1129	0.3743815572
1130	0.374352837
1131	0.3743188301
1132	0.3742709948
1133	0.3742184717
1134	0.3741890235
1135	0.3741542636
1136	0.3741132497
1137	0.3740693311
1138	0.3739726616
1139	0.3739423113
1140	0.3738875641
1141	0.3738609154
1142	0.3738232056
1143	0.3737901555
1144	0.3737492614
1145	0.3737092026
1146	0.3736836237
1147	0.3736362273
1148	0.373602639
1149	0.3735741545
1150	0.3735373155
1151	0.3734909971
1152	0.3734151175
1153	0.3733688407
1154	0.3733352635
1155	0.3733060431
1156	0.3732768579
1157	0.3732222255
1158	0.3731875501
1159	0.3731338559
1160	0.3731083137
1161	0.3730399267
1162	0.3729873332
1163	0.3729489214
1164	0.3729136375
1165	0.3728612079
1166	0.372820634
1167	0.3727818945
1168	0.37273602
1169	0.3726751826
1170	0.3726269109
1171	0.3725880752
1172	0.3725403348
1173	0.3725033301
1174	0.3724714879
1175	0.3724191808
1176	0.37238843
1177	0.3723552918
1178	0.3723122679
1179	0.3722615911
1180	0.372227205
1181	0.3721848307
1182	0.3721248087
1183	0.3720831625
1184	0.3720521704
1185	0.3719835969
1186	0.3719145018
1187	0.3718684016
1188	0.3718326796
1189	0.3717910702
1190	0.3717633915
1191	0.3717353074
1192	0.3716784802
1193	0.3716434978
1194	0.3715919214
1195	0.3715434043
1196	0.3714768998
1197	0.3714428639
1198	0.3714007168
1199	0.3713620851
1200	0.3712910199
1201	0.3712604425
1202	0.3712317939
1203	0.3711860589
1204	0.3711570501
1205	0.3711124432
1206	0.3710917115
1207	0.3710495919
1208	0.3710003358
1209	0.370959135
1210	0.3709319804
1211	0.3709053834
1212	0.3708696776
1213	0.3708389088
1214	0.3707889679
1215	0.3707445207
1216	0.3707047795
1217	0.3706227481
1218	0.3705755351
1219	0.3705264419
1220	0.3704962439
1221	0.3704281234
1222	0.3703979873
1223	0.3703523994
1224	0.3702635261
1225	0.3702171679
1226	0.3701862035
1227	0.3701460487
1228	0.3701162789
1229	0.3700868575
1230	0.3700592816
1231	0.3700117694
1232	0.3699663827
1233	0.369927697
1234	0.3698888533
1235	0.3698021569
1236	0.3697781878
1237	0.3697497358
1238	0.3697202873
1239	0.3696965744
1240	0.3696581236
1241	0.3696218725
1242	0.3695910441
1243	0.3695644957
1244	0.3695298595
1245	0.3694968167
1246	0.3694591507
1247	0.3694144937
1248	0.3693739905
1249	0.3693353908
1250	0.3692890639
1251	0.369251961
1252	0.3692153161
1253	0.3691823192
1254	0.3691381978
1255	0.3691025876
1256	0.3690602487
1257	0.3690307563
1258	0.3690050278
1259	0.3689123532
1260	0.3688690013
1261	0.3688294819
1262	0.368782892
1263	0.3687471679
1264	0.3687249096
1265	0.3686888937
1266	0.3686604348
1267	0.3686196952
1268	0.3685964524
1269	0.3685580807
1270	0.3685198329
1271	0.3684716429
1272	0.3684326725
1273	0.3683965836
1274	0.3683469179
1275	0.3683110828
1276	0.3682704411
1277	0.3682492353
1278	0.3682231117
1279	0.3681892883
1280	0.3681396174
1281	0.3681140864
1282	0.3680867594
1283	0.3680501885
1284	0.3680152703
1285	0.3679673903
1286	0.367934647
1287	0.3678898484
1288	0.367857021
1289	0.3678076717
1290	0.3677753762
1291	0.3677180104
1292	0.3676761028
1293	0.3676506045
1294	0.3676210505
1295	0.3675878664
1296	0.3675648983
1297	0.3675078161
1298	0.3674697686
1299	0.3674475116
1300	0.3674158755
1301	0.3673717792
1302	0.3673124493
1303	0.3672712448
1304	0.3672275595
1305	0.367194081
1306	0.3671545604
1307	0.367118047
1308	0.3670546008
1309	0.3670210794
1310	0.3669845758
1311	0.366941355
1312	0.3668952177
1313	0.3668558405
1314	0.366811621
1315	0.36678509
1316	0.3667630364
1317	0.3667398108
1318	0.3666921184
1319	0.3666683497
1320	0.3666412986
1321	0.3666109184
1322	0.3665723832
1323	0.3665445493
1324	0.3664972828
1325	0.3664695105
1326	0.3664268884
1327	0.3663867551
1328	0.3663659607
1329	0.3663378734
1330	0.366303069
1331	0.3662570546
1332	0.3662116805
1333	0.366143886
1334	0.3660909511
1335	0.3660529774
1336	0.3660146067
1337	0.3659845517
1338	0.3659219569
1339	0.3658920792
1340	0.3658499686
1341	0.3658280651
1342	0.3657926753
1343	0.365756629
1344	0.3656956845
1345	0.3656597913
1346	0.3656231187
1347	0.3655853214
1348	0.3655197389
1349	0.3654770692
1350	0.3654400806
1351	0.3654074171
1352	0.3653476182
1353	0.3653086144
1354	0.3652661572
1355	0.3652471036
1356	0.3652163072
1357	0.3651888101
1358	0.3651558729
1359	0.3651274252
1360	0.365087675
1361	0.3650432406
1362	0.3650140997
1363	0.3649916499
1364	0.3649659748
1365	0.3649282812
1366	0.364878514
1367	0.3648527096
1368	0.3648065039
1369	0.3647749345
1370	0.3647499071
1371	0.3647210738
1372	0.3647019972
1373	0.3646785799
1374	0.3646424816
1375	0.3646046513
1376	0.3645684066
1377	0.364527332
1378	0.3644811801
1379	0.3644506934
1380	0.364427241
1381	0.364391554
1382	0.3643514243
1383	0.3642865095
1384	0.3642483103
1385	0.3642259009
1386	0.3641850177
1387	0.3641567242
1388	0.3641179917
1389	0.3640883786
1390	0.3640622212
1391	0.3640084968
1392	0.3639201817
1393	0.3638857255
1394	0.3638548304
1395	0.3638289436
1396	0.3637702801
1397	0.3637344861
1398	0.3636981842
1399	0.3636708194
1400	0.363647942
1401	0.3636257805
1402	0.3635804514
1403	0.3634938922
1404	0.3634582038
1405	0.3634140247
1406	0.3633390548
1407	0.3633207947
1408	0.3632842974
1409	0.3632407049
1410	0.3631845614
1411	0.363166656
1412	0.3631366042
1413	0.3631054288
1414	0.3630606624
1415	0.3629768777
1416	0.3629415762
1417	0.362906741
1418	0.3628942237
1419	0.3628664966
1420	0.3628317307
1421	0.3627819866
1422	0.3627533236
1423	0.3627197493
1424	0.3626682501
1425	0.3626174534
1426	0.3626010271
1427	0.3625578644
1428	0.3625089753
1429	0.3624541744
1430	0.3623721454
1431	0.3623105314
1432	0.3622871501
1433	0.3622447681
1434	0.3622247502
1435	0.3621812425
1436	0.3621413017
1437	0.3620855906
1438	0.3620563082
1439	0.3620193813
1440	0.3619847558
1441	0.3619628854
1442	0.3619289379
1443	0.3619053828
1444	0.3618821766
1445	0.3618579273
1446	0.3618212743
1447	0.3617857533
1448	0.3617494146
1449	0.3617239627
1450	0.3616861212
1451	0.3616667547
1452	0.3616323738
1453	0.3615945135
1454	0.361546298
1455	0.3615135559
1456	0.361479729
1457	0.3614516791
1458	0.3614120054
1459	0.3613784331
1460	0.3613483451
1461	0.361330685
1462	0.3612932555
1463	0.3612573126
1464	0.3612461598
1465	0.3611935626
1466	0.3611538376
1467	0.3611327387
1468	0.3611014054
1469	0.3610708749
1470	0.361041073
1471	0.3610045256
1472	0.3609738975
1473	0.3609491482
1474	0.3609332012
1475	0.3608963366
1476	0.3608473878
1477	0.3608297185
1478	0.360787723
1479	0.3607500688
1480	0.3607145228
1481	0.3606795632
1482	0.3606466955
1483	0.3606105851
1484	0.3605889975
1485	0.3605419093
1486	0.3604987777
1487	0.3604383929
1488	0.3604125406
1489	0.360385234
1490	0.3603599572
1491	0.3603244981
1492	0.3602929996
1493	0.3602584185
1494	0.3602260415
1495	0.3601903033
1496	0.360142615
1497	0.3601180337
1498	0.3600904899
1499	0.3600441544
1500	0.3600162434
1501	0.3599751138
1502	0.3599494333
1503	0.3599345722
1504	0.3599098209
1505	0.3598809451
1506	0.3598491295
1507	0.3598248771
1508	0.3597850796
1509	0.3597576252
1510	0.3597226344
1511	0.3596905598
