iter	Logloss
1512	0.3596706884
1513	0.3596304449
1514	0.3595866077
1515	0.359563023
1516	0.3595234742
1517	0.3594882481
1518	0.3594488048
1519	0.3594020111
1520	0.3593800781
1521	0.3593339165
1522	0.359296581
1523	0.3592514732
1524	0.3592161547
1525	0.35917517
1526	0.359141669
1527	0.3591198481
1528	0.3590962306
1529	0.3590557447
1530	0.3590376394
1531	0.3590044302
1532	0.3589664065
1533	0.3589390145
1534	0.3588973197
1535	0.3588678553
1536	0.3588442529
1537	0.3588248973
1538	0.3587879268
1539	0.358762052
1540	0.3587401808
1541	0.3587052465
1542	0.3586760006
1543	0.3586450981
1544	0.3586297179
1545	0.3585982934
1546	0.3585758576
1547	0.3585433888
1548	0.35851983
1549	0.3584609898
1550	0.3584282619
1551	0.3584014802
1552	0.3583758909
1553	0.3583542262
1554	0.3583380406
1555	0.3583118755
1556	0.3582908495
1557	0.3582677464
1558	0.3582472807
1559	0.358213334
1560	0.3581901438
1561	0.3581682717
1562	0.3581366311
1563	0.3581014992
1564	0.3580789113
1565	0.3580564093
1566	0.3580226756
1567	0.3579986986
1568	0.3579605514
1569	0.3579116853
1570	0.3578668391
1571	0.3578335282
1572	0.3577912582
1573	0.357757658
1574	0.3577329792
1575	0.3577132781
1576	0.3576864715
1577	0.3576443429
1578	0.3576271826
1579	0.3575942963
1580	0.3575512245
1581	0.3575162841
1582	0.3574831802
1583	0.3574595571
1584	0.3574019809
1585	0.3573804943
1586	0.3573551817
1587	0.3573330623
1588	0.3572886414
1589	0.3572587896
1590	0.3572322703
1591	0.3572003599
1592	0.3571845863
1593	0.3571534047
1594	0.3571157445
1595	0.3570893129
1596	0.3570691247
1597	0.3570382761
1598	0.3570035147
1599	0.3569472022
1600	0.3569108827
1601	0.3568721975
1602	0.3568506987
1603	0.3567992774
1604	0.3567746708
1605	0.3567593541
1606	0.3567362008
1607	0.3566890908
1608	0.356642875
1609	0.356597202
1610	0.3565605664
1611	0.3565319648
1612	0.356482406
1613	0.3564552022
1614	0.3564299247
1615	0.3563803715
1616	0.3563488647
1617	0.3563263318
1618	0.3562986769
1619	0.3562646849
1620	0.3562357648
1621	0.3562132166
1622	0.3561736798
1623	0.3561410169
1624	0.3560976634
1625	0.3560663593
1626	0.3560301959
1627	0.3560013371
1628	0.3559601896
1629	0.3559058438
1630	0.3558597635
1631	0.3558279198
1632	0.3558131089
1633	0.3557924665
1634	0.35575288
1635	0.3556995873
1636	0.3556774052
1637	0.3556435554
1638	0.3556078834
1639	0.3555749561
1640	0.3555397762
1641	0.3555091212
1642	0.3554684824
1643	0.3554470229
1644	0.3554281334
1645	0.3554005199
1646	0.3553762312
1647	0.3553514641
1648	0.3553292761
1649	0.3552912669
1650	0.355271535
1651	0.3552516112
1652	0.3552186042
1653	0.3551734301
1654	0.3551518449
1655	0.3551221986
1656	0.355101626
1657	0.3550833358
1658	0.3550608708
1659	0.3550309629
1660	0.3550156384
1661	0.3549634332
1662	0.3549304262
1663	0.3548949172
1664	0.3548663384
1665	0.3548376138
1666	0.3548047069
1667	0.3547697808
1668	0.3547454253
1669	0.3546943444
1670	0.3546725831
1671	0.3546362785
1672	0.3546160393
1673	0.3545788146
1674	0.3545553054
1675	0.3545241665
1676	0.3545034195
1677	0.3544786179
1678	0.3544444421
1679	0.3544120678
1680	0.3543878482
1681	0.3543612056
1682	0.3543287612
1683	0.3542937997
1684	0.3542590582
1685	0.3542422636
1686	0.3542159561
1687	0.354184532
1688	0.354150168
1689	0.354142057
1690	0.354120752
1691	0.3540916186
1692	0.3540624841
1693	0.354022664
1694	0.3539906078
1695	0.3539620946
1696	0.3539417669
1697	0.3539231869
1698	0.3539020173
1699	0.3538737229
1700	0.3538504881
1701	0.3538085199
1702	0.353784281
1703	0.3537567794
1704	0.3537352205
1705	0.3537024975
1706	0.3536606952
1707	0.3536363775
1708	0.3536194373
1709	0.3535773334
1710	0.3535407441
1711	0.3535054312
1712	0.3534847232
1713	0.3534596936
1714	0.3534255049
1715	0.3534066317
1716	0.3533904404
1717	0.3533677329
1718	0.3533466017
1719	0.3533100672
1720	0.3532861997
1721	0.3532625135
1722	0.3532455567
1723	0.3532203452
1724	0.35317539
1725	0.3531459601
1726	0.35312238
1727	0.3530974705
1728	0.3530607811
1729	0.3530442848
1730	0.353016414
1731	0.3529941265
1732	0.352975461
1733	0.3529406864
1734	0.3529134289
1735	0.3528814062
1736	0.3528535925
1737	0.3528175621
1738	0.3527901439
1739	0.3527669813
1740	0.3527432816
1741	0.3527025486
1742	0.3526815084
1743	0.3526464891
1744	0.3526266297
1745	0.352605248
1746	0.3525876138
1747	0.352562535
1748	0.3525311092
1749	0.3524811517
1750	0.3524527575
1751	0.3524121258
1752	0.3523928882
1753	0.3523644963
1754	0.3523481016
1755	0.3523039795
1756	0.352268346
1757	0.3522494216
1758	0.3522330595
1759	0.35221011
1760	0.3521891846
1761	0.3521676741
1762	0.3521214849
1763	0.3520952544
1764	0.3520634078
1765	0.3520295075
1766	0.3519858409
1767	0.3519745412
1768	0.3519430296
1769	0.3519210658
1770	0.3519058111
1771	0.3518715993
1772	0.3518435
1773	0.351805881
1774	0.3517765774
1775	0.3517572027
1776	0.3517261062
1777	0.3516910138
1778	0.3516556411
1779	0.3516373438
1780	0.3516069003
1781	0.3515760125
1782	0.3515568098
1783	0.3515387413
1784	0.3515016603
1785	0.3514844236
1786	0.3514543671
1787	0.3514326556
1788	0.3513935511
1789	0.3513698904
1790	0.3513512493
1791	0.3513285831
1792	0.3512945699
1793	0.3512457709
1794	0.351215205
1795	0.3511961055
1796	0.3511687508
1797	0.3511501425
1798	0.3511198286
1799	0.3510827845
1800	0.3510447156
1801	0.3510043759
1802	0.3509771661
1803	0.3509616128
1804	0.3509431515
1805	0.3509272219
1806	0.3508928764
1807	0.3508548322
1808	0.3508170806
1809	0.350792418
1810	0.3507716007
1811	0.3507434859
1812	0.3507217554
1813	0.3506901441
1814	0.3506651044
1815	0.3506205983
1816	0.3505960227
1817	0.3505805854
1818	0.3505627064
1819	0.350539921
1820	0.3505188786
1821	0.3504929184
1822	0.3504608458
1823	0.3504316578
1824	0.3503953101
1825	0.3503684735
1826	0.3503395921
1827	0.3503186674
1828	0.3502967411
1829	0.3502636136
1830	0.3502378338
1831	0.3502065878
1832	0.3501688424
1833	0.3501317724
1834	0.3501120048
1835	0.3500923377
1836	0.3500521082
1837	0.3500299937
1838	0.3499959171
1839	0.3499790648
1840	0.3499541746
1841	0.349942622
1842	0.3499158377
1843	0.3498815225
1844	0.3498324584
1845	0.3498014215
1846	0.3497813494
1847	0.3497568673
1848	0.3497352624
1849	0.3496758499
1850	0.3496531237
1851	0.3496225753
1852	0.3495962534
1853	0.3495655251
1854	0.3495453299
1855	0.3495285223
1856	0.349507032
1857	0.349482738
1858	0.3494604801
1859	0.3494347709
1860	0.3494019957
1861	0.3493636776
1862	0.3493321308
1863	0.3492537596
1864	0.3492228065
1865	0.3491965146
1866	0.3491736519
1867	0.349127206
1868	0.3491159023
1869	0.3490990474
1870	0.3490794636
1871	0.349051161
1872	0.3490122907
1873	0.3489872196
1874	0.348965276
1875	0.3489175585
1876	0.3488726216
1877	0.3488478313
1878	0.348829474
1879	0.3488045412
1880	0.348765896
1881	0.3487386062
1882	0.3487202487
1883	0.3486745678
1884	0.3486452079
1885	0.3486247732
1886	0.3485781447
1887	0.3485533676
1888	0.3485087598
1889	0.3484718943
1890	0.3484466894
1891	0.3484299506
1892	0.348409211
1893	0.348378573
1894	0.3483496054
1895	0.3483290669
1896	0.3482971005
1897	0.3482743057
1898	0.3482363876
1899	0.3482148416
1900	0.3481975494
1901	0.3481778339
1902	0.3481358379
1903	0.3481072504
1904	0.3480836748
1905	0.348061269
1906	0.3480284615
1907	0.3479991626
1908	0.3479831528
1909	0.3479679234
1910	0.3479398747
1911	0.3479118483
1912	0.3478926279
1913	0.3478698368
1914	0.3478418813
1915	0.347820501
1916	0.3477980334
1917	0.3477858157
1918	0.3477707538
1919	0.3477445791
1920	0.3477025952
1921	0.3476780188
1922	0.3476413384
1923	0.34760381
1924	0.3475470628
1925	0.3475182812
1926	0.3474947913
1927	0.3474646212
1928	0.3474442962
1929	0.3474115961
1930	0.3473852804
1931	0.3473661111
1932	0.3473348778
1933	0.3473080815
1934	0.3472681737
1935	0.3472378523
1936	0.3472201622
1937	0.3471894482
1938	0.3471655355
1939	0.3471316174
1940	0.347105418
1941	0.347090876
1942	0.3470751863
1943	0.3470524328
1944	0.3470220111
1945	0.3469864919
1946	0.3469552596
1947	0.3469330801
1948	0.3468986621
1949	0.3468617596
1950	0.3468304782
1951	0.3467817553
1952	0.3467710126
1953	0.3467475785
1954	0.3467257082
1955	0.3466944657
1956	0.3466828098
1957	0.3466655408
1958	0.3466350541
1959	0.3466073837
1960	0.3465715083
1961	0.3465432428
1962	0.3465182575
1963	0.3464893984
1964	0.3464673156
1965	0.3464413853
1966	0.346419549
1967	0.3464040726
1968	0.3463631074
1969	0.3463362329
1970	0.3463144478
1971	0.3462858309
1972	0.3462662768
1973	0.3462451413
1974	0.3462269622
1975	0.3461986294
1976	0.346180689
1977	0.3461498549
1978	0.3461272276
1979	0.3460929265
1980	0.3460673117
1981	0.3460418708
1982	0.3460075654
1983	0.3459823853
1984	0.3459511491
1985	0.3459124882
1986	0.3458996439
1987	0.3458752337
1988	0.3458622234
1989	0.3458309996
1990	0.34581453
1991	0.3457948016
1992	0.3457771358
1993	0.3457496425
1994	0.3457330361
1995	0.3457122001
1996	0.3456873579
1997	0.3456587076
1998	0.3456400737
1999	0.3456011159
